rank,token,total_count,document_frequency,percent_of_documents
3736,emulator,1,1,0.06
3737,explorer,1,1,0.06
3738,fetch/query,1,1,0.06
3739,customized,1,1,0.06
3740,virtualization,1,1,0.06
3741,devicepluginscheduler,1,1,0.06
3742,oci-compliant,1,1,0.06
3743,launch/control,1,1,0.06
3744,squashfs,1,1,0.06
3745,net=bridge,1,1,0.06
3746,net=private-net,1,1,0.06
3747,front,1,1,0.06
3748,/webapp/dao,1,1,0.06
3749,marshal,1,1,0.06
3750,xml/json,1,1,0.06
3751,dto,1,1,0.06
3752,advise,1,1,0.06
3753,filepath/v2/timeline/flows/,1,1,0.06
3754,filepath/v2/timeline/clusters/\,1,1,0.06
3755,name\,1,1,0.06
3756,/flows/,1,1,0.06
3757,methodorvariablename-id,1,1,0.06
3758,chooses,1,1,0.06
3759,docker-on-yarn,1,1,0.06
3760,additional/secondary,1,1,0.06
3761,weblinkone,1,1,0.06
3762,kube-proxy,1,1,0.06
3763,docker-proxy,1,1,0.06
3764,dockers,1,1,0.06
3765,non-kubernetes,1,1,0.06
3766,deployments,1,1,0.06
3767,clusterware,1,1,0.06
3768,yarn-6307,1,1,0.06
3769,hungry,1,1,0.06
3770,low-priority,1,1,0.06
3771,high-priority,1,1,0.06
3772,yarn-3635,1,1,0.06
3773,yarn-8948,1,1,0.06
3774,best-effort,1,1,0.06
3775,node/rack,1,1,0.06
3776,work-load,1,1,0.06
3777,irrelevant,1,1,0.06
3778,transforms,1,1,0.06
3779,controller/node/identity,1,1,0.06
3780,pre-requisite,1,1,0.06
3781,helper-scripts,1,1,0.06
3782,mawo-filepath,1,1,0.06
3783,rmhost,1,1,0.06
3784,whereby,1,1,0.06
3785,poorly,1,1,0.06
3786,shuffles/spills,1,1,0.06
3787,negatively,1,1,0.06
3788,unstructured,1,1,0.06
3789,hard-coding,1,1,0.06
3790,structured,1,1,0.06
3791,translator,1,1,0.06
3792,resourcepluginmanager,1,1,0.06
3793,resource-methodorvariablename,1,1,0.06
3794,node-filepath,1,1,0.06
3795,nm-log-dirs,1,1,0.06
3796,compromise,1,1,0.06
3797,gpu/fpga,1,1,0.06
3798,dynoyarn,1,1,0.06
3799,fledge,1,1,0.06
3800,beefy,1,1,0.06
3801,end-2-end,1,1,0.06
3802,draw,1,1,0.06
3803,inspiration,1,1,0.06
3804,dynamometer,1,1,0.06
3805,deployable,1,1,0.06
3806,pre-specified,1,1,0.06
3807,synthetically,1,1,0.06
3808,plugged-in,1,1,0.06
3809,consolidating,1,1,0.06
3810,pip,1,1,0.06
3811,title,1,1,0.06
3812,zmodem,1,1,0.06
3813,poll,1,1,0.06
3814,keystroke,1,1,0.06
3815,owne,1,1,0.06
3816,descriptive,1,1,0.06
3817,felt,1,1,0.06
3818,somebody,1,1,0.06
3819,inexpensive,1,1,0.06
3820,hierarchy/topology,1,1,0.06
3821,yarn-7481,1,1,0.06
3822,nvidia-smi,1,1,0.06
3823,topo,1,1,0.06
3824,non-duplicate,1,1,0.06
3825,"0,1,2",1,1,0.06
3826,nvidiatopopolicy,1,1,0.06
3827,bus,1,1,0.06
3828,descend,1,1,0.06
3829,lowest,1,1,0.06
3830,aws,1,1,0.06
3831,p3,1,1,0.06
3832,are:1,1,1,0.06
3833,cnn,1,1,0.06
3834,inception3,1,1,0.06
3835,resnet50,1,1,0.06
3836,speedup,1,1,0.06
3837,outperform,1,1,0.06
3838,vgg16,1,1,0.06
3839,spreadsheet,1,1,0.06
3840,yarn-6223,1,1,0.06
3841,neutral,1,1,0.06
3842,bridge,1,1,0.06
3843,orchestrator,1,1,0.06
3844,evolves,1,1,0.06
3845,yarn-8446,1,1,0.06
3846,unidirectional,1,1,0.06
3847,bi-directional,1,1,0.06
3848,full-duplex,1,1,0.06
3849,ran,1,1,0.06
3850,localitymulticastamrmproxypolicy,1,1,0.06
3851,timed,1,1,0.06
3852,yarn-8581,1,1,0.06
3853,overwhelmed,1,1,0.06
3854,blocked,1,1,0.06
3855,secondaries,1,1,0.06
3856,system-services,1,1,0.06
3857,re-regsiter,1,1,0.06
3858,authentic,1,1,0.06
3859,strange,1,1,0.06
3860,phenomena,1,1,0.06
3861,doubte,1,1,0.06
3862,schduler,1,1,0.06
3863,experimentation,1,1,0.06
3864,containerd,1,1,0.06
3865,redeployment,1,1,0.06
3866,no-argument,1,1,0.06
3867,as-is,1,1,0.06
3868,allowed-runtimes,1,1,0.06
3869,-killall,1,1,0.06
3870,mimic,1,1,0.06
3871,apps/,1,1,0.06
3872,yarn-7451,1,1,0.06
3873,filepath/v1/cluster/apps/,1,1,0.06
3874,filepath/v1/cluster/apps//appattempts-,1,1,0.06
3875,filepath/v1/cluster/apps//appattempts/-,1,1,0.06
3876,permutation/combination,1,1,0.06
3877,service-level,1,1,0.06
3878,register/deregister,1,1,0.06
3879,principal_name,1,1,0.06
3880,mutable-conf,1,1,0.06
3881,/stacks,1,1,0.06
3882,key/values,1,1,0.06
3883,reveal,1,1,0.06
3884,refreshable,1,1,0.06
3885,defination,1,1,0.06
3886,multi-user,1,1,0.06
3887,personalize,1,1,0.06
3888,overlap,1,1,0.06
3889,yarn-8302,1,1,0.06
3890,vital,1,1,0.06
3891,importance,1,1,0.06
3892,department,1,1,0.06
3893,logaggregation,1,1,0.06
3894,methodorvariablename-size-max,1,1,0.06
3895,termination,1,1,0.06
3896,master/worker/services/tensorboard,1,1,0.06
3897,ps/tensorboard/workers,1,1,0.06
3898,restartable,1,1,0.06
3899,service/components/instances,1,1,0.06
3900,succeeded,1,1,0.06
3901,sss/nscd,1,1,0.06
3902,runc/containerd,1,1,0.06
3903,metrics/logs,1,1,0.06
3904,maxcontainerallocation,1,1,0.06
3905,yarn-4599,1,1,0.06
3906,multi-dimensional,1,1,0.06
3907,tbd,1,1,0.06
3908,yarn-8048,1,1,0.06
3909,intervention,1,1,0.06
3910,ahswebservice,1,1,0.06
3911,queuec,1,1,0.06
3912,queue_a,1,1,0.06
3913,yarn-5864,1,1,0.06
3914,exempt,1,1,0.06
3915,methodorvariablename-size-max=100,1,1,0.06
3916,methodorvariablename-size-max=1,1,1,0.06
3917,name2,1,1,0.06
3918,filepath-methodorvariablename-seconds=3600,1,1,0.06
3919,filepath/hive/logs-ifile,1,1,0.06
3920,sub-queue,1,1,0.06
3921,methodorvariablename-allocation-vcoresconf,1,1,0.06
3922,wisely,1,1,0.06
3923,nodehealthcheckerservice,1,1,0.06
3924,suitably,1,1,0.06
3925,approx,1,1,0.06
3926,breached,1,1,0.06
3927,container-instance,1,1,0.06
3928,application-name,1,1,0.06
3929,multi-a,1,1,0.06
3930,ls,1,1,0.06
3931,throughput-oriented,1,1,0.06
3932,shake,1,1,0.06
3933,cpus,1,1,0.06
3934,cpuset,1,1,0.06
3935,borg,1,1,0.06
3936,putdomain,1,1,0.06
3937,application/attempt/container,1,1,0.06
3938,instance/component,1,1,0.06
3939,relaunch,1,1,0.06
3940,force-feed,1,1,0.06
3941,data-parallelism,1,1,0.06
3942,dish,1,1,0.06
3943,predetermine,1,1,0.06
3944,unit-tests,1,1,0.06
3945,yarn-3307,1,1,0.06
3946,hdfs-7541,1,1,0.06
3947,implementations,1,1,0.06
3948,managing,1,1,0.06
3949,to1,1,1,0.06
3950,yarn-6675,1,1,0.06
3951,tracker,1,1,0.06
3952,periodical,1,1,0.06
3953,opt-out,1,1,0.06
3954,umbrella-,1,1,0.06
3955,-to,1,1,0.06
3956,services.-,1,1,0.06
3957,yarn-8135,1,1,0.06
3958,ddos,1,1,0.06
3959,memcached,1,1,0.06
3960,rarely,1,1,0.06
3961,yarn-3895,1,1,0.06
3962,denormalized,1,1,0.06
3963,repopulated,1,1,0.06
3964,yarn-8089,1,1,0.06
3965,provice,1,1,0.06
3966,yarn-6936,1,1,0.06
3967,node/host,1,1,0.06
3968,yarn-8100,1,1,0.06
3969,boarder,1,1,0.06
3970,existing/default,1,1,0.06
3971,finishes,1,1,0.06
3972,job-like,1,1,0.06
3973,train,1,1,0.06
3974,restart/recovery-able,1,1,0.06
3975,on-failure,1,1,0.06
3976,exitcode,1,1,0.06
3977,restart_policy,1,1,0.06
3978,finalized,1,1,0.06
3979,resource-filepath,1,1,0.06
3980,methodorvariablename-interval-ms,1,1,0.06
3981,overwritten,1,1,0.06
3982,yarn-8018,1,1,0.06
3983,remotely,1,1,0.06
3984,breakpoints,1,1,0.06
3985,suspect,1,1,0.06
3986,appplacementallocator,1,1,0.06
3987,intra-app,1,1,0.06
3988,yarn-8002,1,1,0.06
3989,yarn-8013,1,1,0.06
3990,yarn/hdfs,1,1,0.06
3991,yarn-1461,1,1,0.06
3992,player,1,1,0.06
3993,big-tf,1,1,0.06
3994,ps,1,1,0.06
3995,notin,1,1,0.06
3996,yarn-5428,1,1,0.06
3997,auth,1,1,0.06
3998,repositories/registries,1,1,0.06
3999,domain/domains,1,1,0.06
4000,filepath/\,1,1,0.06
4001,domainid,1,1,0.06
4002,yarn-6599,1,1,0.06
4003,pc,1,1,0.06
4004,yarn-7512,1,1,0.06
4005,iteratively,1,1,0.06
4006,algos,1,1,0.06
4007,sub-classing,1,1,0.06
4008,yarn-7403,1,1,0.06
4009,tracetype,1,1,0.06
4010,mapexecutiontype,1,1,0.06
4011,reduceexecutiontype,1,1,0.06
4012,entrypoint,1,1,0.06
4013,simpleclassname-14060,1,1,0.06
4014,authenticationfilterwithproxyuser-,1,1,0.06
4015,staticuserwebfilter-,1,1,0.06
4016,authenticationfilterwithproxyuserthis,1,1,0.06
4017,forbidden,1,1,0.06
4018,evict,1,1,0.06
4019,hadoop-13119,1,1,0.06
4020,yarn-7899,1,1,0.06
4021,outstands,1,1,0.06
4022,authenticator,1,1,0.06
4023,anonymous,1,1,0.06
4024,ajax,1,1,0.06
4025,yarn-2185,1,1,0.06
4026,node-attribute,1,1,0.06
4027,prefix/name,1,1,0.06
4028,automatically/implicitly,1,1,0.06
4029,one-time,1,1,0.06
4030,permalinks,1,1,0.06
4031,assigns,1,1,0.06
4032,queue/node,1,1,0.06
4033,constant,1,1,0.06
4034,publishes,1,1,0.06
4035,asyn,1,1,0.06
4036,creating/deleting,1,1,0.06
4037,miscellaneous,1,1,0.06
4038,stand-alone,1,1,0.06
4039,datanodes/nodemanagers,1,1,0.06
4040,unreachable,1,1,0.06
4041,led,1,1,0.06
4042,keytabs,1,1,0.06
4043,filepath/hosts,1,1,0.06
4044,-updatenoderesource,1,1,0.06
4045,througn,1,1,0.06
4046,makerting-group,1,1,0.06
4047,marketing,1,1,0.06
4048,rr,1,1,0.06
4049,double-digit,1,1,0.06
4050,occurrence,1,1,0.06
4051,allocationtagsmanager,1,1,0.06
4052,node-groups/scopes,1,1,0.06
4053,yarn-6620,1,1,0.06
4054,yarn-5764,1,1,0.06
4055,yarn-5983,1,1,0.06
4056,auto-create,1,1,0.06
4057,rmappmanager,1,1,0.06
4058,redundancy,1,1,0.06
4059,yarn-7613,1,1,0.06
4060,yarn-7540,1,1,0.06
4061,performed,1,1,0.06
4062,yarn-6128,1,1,0.06
4063,reacquisition,1,1,0.06
4064,reacquiring,1,1,0.06
4065,cheap,1,1,0.06
4066,stat,1,1,0.06
4067,fork-and-exec,1,1,0.06
4068,intra/inter,1,1,0.06
4069,container-tags/applications,1,1,0.06
4070,topic,1,1,0.06
4071,impersonation,1,1,0.06
4072,interprets,1,1,0.06
4073,quality,1,1,0.06
4074,maintainablity,1,1,0.06
4075,2-gpu,1,1,0.06
4076,"0,1",1,1,0.06
4077,pci-e,1,1,0.06
4078,64-bits,1,1,0.06
4079,bitmap,1,1,0.06
4080,capacity/state,1,1,0.06
4081,capacity/queue,1,1,0.06
4082,10gb,1,1,0.06
4083,mulp,1,1,0.06
4084,ulf,1,1,0.06
4085,exfiltration,1,1,0.06
4086,user/queue,1,1,0.06
4087,missed-opportunistic-based,1,1,0.06
4088,riched,1,1,0.06
4089,yarn-6040,1,1,0.06
4090,use/manage,1,1,0.06
4091,yarn-7404,1,1,0.06
4092,apparent,1,1,0.06
4093,meta,1,1,0.06
4094,oversee,1,1,0.06
4095,dashboard,1,1,0.06
4096,yarn-7326,1,1,0.06
4097,created/accessed,1,1,0.06
4098,skipped,1,1,0.06
4099,environemnt,1,1,0.06
4100,meaning,1,1,0.06
4101,bin,1,1,0.06
4102,packing.-,1,1,0.06
4103,minimum/maximum/default,1,1,0.06
4104,yarn-1492,1,1,0.06
4105,dictate,1,1,0.06
4106,methodorvariablename-allocation-vcores,1,1,0.06
4107,valuable,1,1,0.06
4108,re-establish,1,1,0.06
4109,tco,1,1,0.06
4110,horizontally,1,1,0.06
4111,keyword,1,1,0.06
4112,smoother,1,1,0.06
4113,bleed,1,1,0.06
4114,clunky,1,1,0.06
4115,nv,1,1,0.06
4116,pre-packaged,1,1,0.06
4117,nvidia-libraries,1,1,0.06
4118,wiki,1,1,0.06
4119,preinstall,1,1,0.06
4120,path/ldlibrarypath,1,1,0.06
4121,gpu-related,1,1,0.06
4122,existence,1,1,0.06
4123,named-volume,1,1,0.06
4124,permitted,1,1,0.06
4125,newer,1,1,0.06
4126,filepath/v1,1,1,0.06
4127,yarn-6626,1,1,0.06
4128,yarn-5698,1,1,0.06
4129,departure,1,1,0.06
4130,jetty,1,1,0.06
4131,filepath/v1/services,1,1,0.06
4132,modular,1,1,0.06
4133,yarn-7323,1,1,0.06
4134,retrieves,1,1,0.06
4135,sparse,1,1,0.06
4136,accelerate,1,1,0.06
4137,plugggable,1,1,0.06
4138,web-service,1,1,0.06
4139,entity+event,1,1,0.06
4140,time-line,1,1,0.06
4141,3+,1,1,0.06
4142,memory+cpu,1,1,0.06
4143,pb-backed,1,1,0.06
4144,yarn-8074,1,1,0.06
4145,phase-1,1,1,0.06
4146,hadoop-yarn-application-catalog,1,1,0.06
4147,sub-modules,1,1,0.06
4148,hadoop-application-catalog,1,1,0.06
4149,arrives,1,1,0.06
4150,urgent,1,1,0.06
4151,0mb,1,1,0.06
4152,0vcores,1,1,0.06
4153,rebase,1,1,0.06
4154,troublesome,1,1,0.06
4155,mistake,1,1,0.06
4156,alpha1,1,1,0.06
4157,yarn-5355,1,1,0.06
4158,alpha2,1,1,0.06
4159,hadoop-14741,1,1,0.06
4160,containerlogs,1,1,0.06
4161,yarn-6259,1,1,0.06
4162,256mb,1,1,0.06
4163,reuses,1,1,0.06
4164,checkpointed,1,1,0.06
4165,reused/checkpointed,1,1,0.06
4166,younger,1,1,0.06
4167,yarn-5202,1,1,0.06
4168,yarn-5215,1,1,0.06
4169,disable_preemption,1,1,0.06
4170,enablepreemption_,1,1,0.06
4171,anyway,1,1,0.06
4172,assigncontainerstochildqueues,1,1,0.06
4173,iiuic,1,1,0.06
4174,accessible-node-labels,1,1,0.06
4175,initializing/reinitializing,1,1,0.06
4176,initializequeues,1,1,0.06
4177,reinitializequeues,1,1,0.06
4178,aways,1,1,0.06
4179,removed,1,1,0.06
4180,non-existing,1,1,0.06
4181,pending/active,1,1,0.06
4182,yarn-6920,1,1,0.06
4183,momentary,1,1,0.06
4184,re-claiming,1,1,0.06
4185,re-launched,1,1,0.06
4186,un-necessary,1,1,0.06
4187,distort,1,1,0.06
4188,negligible,1,1,0.06
4189,plausible,1,1,0.06
4190,steve,1,1,0.06
4191,local-filesystem,1,1,0.06
4192,getresourceusage,1,1,0.06
4193,recursively,1,1,0.06
4194,lazy,1,1,0.06
4195,yarn-6734,1,1,0.06
4196,yarn-6873,1,1,0.06
4197,leaner,1,1,0.06
4198,t-file,1,1,0.06
4199,focusses,1,1,0.06
4200,log-viewing,1,1,0.06
4201,capacity/fair-share,1,1,0.06
4202,capacity/weight,1,1,0.06
4203,auto-promote,1,1,0.06
4204,stamp,1,1,0.06
4205,confused,1,1,0.06
4206,yarn-6776,1,1,0.06
4207,hardcoded,1,1,0.06
4208,exitwithfailures,1,1,0.06
4209,user-faced,1,1,0.06
4210,entity-info,1,1,0.06
4211,selection,1,1,0.06
4212,yarn-5410,1,1,0.06
4213,client/user,1,1,0.06
4214,non-pbimpl,1,1,0.06
4215,pb-based,1,1,0.06
4216,non-pb,1,1,0.06
4217,programmatically,1,1,0.06
4218,jaas,1,1,0.06
4219,keberos,1,1,0.06
4220,localhost,1,1,0.06
4221,yarn-5412,1,1,0.06
4222,cross-cutting,1,1,0.06
4223,filepath/v1/applications,1,1,0.06
4224,serviceapi,1,1,0.06
4225,yarn-1593,1,1,0.06
4226,focusing,1,1,0.06
4227,boot,1,1,0.06
4228,configuring,1,1,0.06
4229,native-service-api,1,1,0.06
4230,consolidates,1,1,0.06
4231,yarn-5468,1,1,0.06
4232,user-provided,1,1,0.06
4233,alternatively,1,1,0.06
4234,matched,1,1,0.06
4235,firstly,1,1,0.06
4236,precedence,1,1,0.06
4237,thant,1,1,0.06
4238,blank,1,1,0.06
4239,trim,1,1,0.06
4240,wildcare,1,1,0.06
4241,logcial,1,1,0.06
4242,intentiaonally,1,1,0.06
4243,anylabel,1,1,0.06
4244,demotion,1,1,0.06
4245,issue/change,1,1,0.06
4246,code/query,1,1,0.06
4247,run-away,1,1,0.06
4248,kbytes,1,1,0.06
4249,nowdays,1,1,0.06
4250,applogs,1,1,0.06
4251,filepath/app-logs,1,1,0.06
4252,responce,1,1,0.06
4253,chang,1,1,0.06
4254,filepath-aggregation-enable,1,1,0.06
4255,assign/isolate,1,1,0.06
4256,tree-format,1,1,0.06
4257,list-all-leaf-queues,1,1,0.06
4258,yarn-scheduler,1,1,0.06
4259,vertify,1,1,0.06
4260,scheduer,1,1,0.06
4261,wise,1,1,0.06
4262,spark/hive/etc,1,1,0.06
4263,jdbc,1,1,0.06
4264,map/transform,1,1,0.06
4265,datasets,1,1,0.06
4266,partitions/mappers,1,1,0.06
4267,yarn/zk,1,1,0.06
4268,twice,1,1,0.06
4269,admins/gates,1,1,0.06
4270,re-visit,1,1,0.06
4271,queue-stop,1,1,0.06
4272,uncompressed,1,1,0.06
4273,strain,1,1,0.06
4274,protobufs,1,1,0.06
4275,dose,1,1,0.06
4276,warehouse,1,1,0.06
4277,applicaitons,1,1,0.06
4278,callqueue,1,1,0.06
4279,occasionally,1,1,0.06
4280,worried,1,1,0.06
4281,occure,1,1,0.06
4282,continuousschedulingthread,1,1,0.06
4283,applcations,1,1,0.06
4284,coarse-grained,1,1,0.06
4285,sigkill,1,1,0.06
4286,sigwinch,1,1,0.06
4287,co-exist,1,1,0.06
4288,app-of-apps,1,1,0.06
4289,re-implement,1,1,0.06
4290,hb-m,1,1,0.06
4291,belonging,1,1,0.06
4292,yarn-ui,1,1,0.06
4293,yarn-5670,1,1,0.06
4294,zeppelin,1,1,0.06
4295,yarn-5269,1,1,0.06
4296,dispatchentities,1,1,0.06
4297,calls,1,1,0.06
4298,size-based,1,1,0.06
4299,spool,1,1,0.06
4300,preprocessor,1,1,0.06
4301,spirit,1,1,0.06
4302,yarn-6345,1,1,0.06
4303,inherits,1,1,0.06
4304,updatethread,1,1,0.06
4305,nodeupdate,1,1,0.06
4306,top-down,1,1,0.06
4307,leafqueues,1,1,0.06
4308,needy,1,1,0.06
4309,benifits,1,1,0.06
4310,invoked,1,1,0.06
4311,yarn-5829,1,1,0.06
4312,restricts,1,1,0.06
4313,pre-allocate,1,1,0.06
4314,yarn-6113,1,1,0.06
4315,running/finished,1,1,0.06
4316,re-initialize,1,1,0.06
4317,initializes,1,1,0.06
4318,yarn-6101,1,1,0.06
4319,promising,1,1,0.06
4320,configuration/discovery/scheduling/isolation,1,1,0.06
4321,discovery/configuration,1,1,0.06
4322,nvidia_uvm,1,1,0.06
4323,mismatch,1,1,0.06
4324,cuda/driver,1,1,0.06
4325,hadoop-yarn-slider-core,1,1,0.06
4326,yarn-6027,1,1,0.06
4327,yesterday,1,1,0.06
4328,simpleclassname-1,1,1,0.06
4329,simpleclassname-2,1,1,0.06
4330,excerpt,1,1,0.06
4331,setions,1,1,0.06
4332,-these,1,1,0.06
4333,application-id,1,1,0.06
4334,gss,1,1,0.06
4335,fitting,1,1,0.06
4336,coherent,1,1,0.06
4337,imbalanced,1,1,0.06
4338,intensive,1,1,0.06
4339,plenty,1,1,0.06
4340,delay-scheduling-alike,1,1,0.06
4341,hybrid,1,1,0.06
4342,mr+spark,1,1,0.06
4343,yarn-5378,1,1,0.06
4344,yarn-2277,1,1,0.06
4345,apps/queues,1,1,0.06
4346,queues/apps,1,1,0.06
4347,hdl,1,1,0.06
4348,hadoop-13944,1,1,0.06
4349,preliminarily,1,1,0.06
4350,destroys,1,1,0.06
4351,polish,1,1,0.06
4352,unassigned,1,1,0.06
4353,yarn-5906,1,1,0.06
4354,2nd,1,1,0.06
4355,api-independent,1,1,0.06
4356,phase-2,1,1,0.06
4357,moveapplication,1,1,0.06
4358,ml/dl,1,1,0.06
4359,invest,1,1,0.06
4360,invlolved,1,1,0.06
4361,pausing/freezing,1,1,0.06
4362,yarn-5216,1,1,0.06
4363,paused,1,1,0.06
4364,freeze,1,1,0.06
4365,freezer,1,1,0.06
4366,preservation,1,1,0.06
4367,thead,1,1,0.06
4368,how/if,1,1,0.06
4369,enforced,1,1,0.06
4370,hadoop-11552,1,1,0.06
4371,handoff,1,1,0.06
4372,polling,1,1,0.06
4373,timeouts,1,1,0.06
4374,pre-validate,1,1,0.06
4375,state-store,1,1,0.06
4376,rear,1,1,0.06
4377,yarn-3021,1,1,0.06
4378,pre-configure,1,1,0.06
4379,unaware,1,1,0.06
4380,cs/fs,1,1,0.06
4381,locality-based,1,1,0.06
4382,host-,1,1,0.06
4383,rack-,1,1,0.06
4384,simpleclassname/schedulingplacementset,1,1,0.06
4385,1st,1,1,0.06
4386,refactorings,1,1,0.06
4387,ensemble,1,1,0.06
4388,inactive/decommissioned,1,1,0.06
4389,2gb,1,1,0.06
4390,refrain,1,1,0.06
4391,yarn-4491,1,1,0.06
4392,amrmproxy,1,1,0.06
4393,pre-empt,1,1,0.06
4394,conversely,1,1,0.06
4395,assure,1,1,0.06
4396,methodorvariablename-delay-rack-ms,1,1,0.06
4397,methodorvariablename-delay-node-ms,1,1,0.06
4398,runnig,1,1,0.06
4399,contianer,1,1,0.06
4400,applation,1,1,0.06
4401,especial,1,1,0.06
4402,lost,1,1,0.06
4403,yarn-2181,1,1,0.06
4404,app/queue,1,1,0.06
4405,lab,1,1,0.06
4406,carnegie,1,1,0.06
4407,mellon,1,1,0.06
4408,accessed,1,1,0.06
4409,node-based,1,1,0.06
4410,rack-based,1,1,0.06
4411,screencasts,1,1,0.06
4412,feaures,1,1,0.06
4413,visualization,1,1,0.06
4414,novel,1,1,0.06
4415,cmu,1,1,0.06
4416,xiaolin,1,1,0.06
4417,zang,1,1,0.06
4418,yarn-5079,1,1,0.06
4419,service-specific,1,1,0.06
4420,yarn-5735,1,1,0.06
4421,yarn-4206,1,1,0.06
4422,connotation,1,1,0.06
4423,queried,1,1,0.06
4424,appeal,1,1,0.06
4425,updates,1,1,0.06
4426,orgqueue,1,1,0.06
4427,subqueues,1,1,0.06
4428,developed,1,1,0.06
4429,derby,1,1,0.06
4430,embedded,1,1,0.06
4431,thequeue,1,1,0.06
4432,non-public,1,1,0.06
4433,safe/secure,1,1,0.06
4434,publicly,1,1,0.06
4435,checksumming,1,1,0.06
4436,inconvenience,1,1,0.06
4437,configuration-based,1,1,0.06
4438,over-write,1,1,0.06
4439,failed-over,1,1,0.06
4440,enabling/disabling,1,1,0.06
4441,new/work,1,1,0.06
4442,lexicographical,1,1,0.06
4443,return/sort,1,1,0.06
4444,omit,1,1,0.06
4445,container-report,1,1,0.06
4446,submitted_time,1,1,0.06
4447,checkpoint,1,1,0.06
4448,filepath-dirs,1,1,0.06
4449,disk/ssd,1,1,0.06
4450,ensurelogstoragetype,1,1,0.06
4451,methodorvariablename-storage-type,1,1,0.06
4452,filepath-storage-type,1,1,0.06
4453,methodorvariablename-local-storage-type,1,1,0.06
4454,methodorvariablename-log-storage-type,1,1,0.06
4455,localstoragetype,1,1,0.06
4456,output/work,1,1,0.06
4457,optimum,1,1,0.06
4458,approach-1,1,1,0.06
4459,ssd=true,1,1,0.06
4460,approach-2,1,1,0.06
4461,vdisk,1,1,0.06
4462,vssd,1,1,0.06
4463,non-cfq,1,1,0.06
4464,concerned,1,1,0.06
4465,alibaba,1,1,0.06
4466,yarn-3981,1,1,0.06
4467,active-active,1,1,0.06
4468,sign,1,1,0.06
4469,high-volume,1,1,0.06
4470,mass,1,1,0.06
4471,re-write,1,1,0.06
4472,extensibility,1,1,0.06
4473,portability,1,1,0.06
4474,fragile,1,1,0.06
4475,-securitycurrently,1,1,0.06
4476,log-,1,1,0.06
4477,level-,1,1,0.06
4478,manner-,1,1,0.06
4479,location-,1,1,0.06
4480,signing,1,1,0.06
4481,off-,1,1,0.06
4482,complicated-,1,1,0.06
4483,setup-,1,1,0.06
4484,duplication-,1,1,0.06
4485,hadoop3,1,1,0.06
4486,hbase-backend-related,1,1,0.06
4487,yarn-server-timelineservice-storage,1,1,0.06
4488,mar,1,1,0.06
4489,metrics2,1,1,0.06
4490,yarn-3359,1,1,0.06
4491,yarn-5620,1,1,0.06
4492,multo-label,1,1,0.06
4493,fpga-,1,1,0.06
4494,math,1,1,0.06
4495,fpga=,1,1,0.06
4496,initialization/use,1,1,0.06
4497,machinery,1,1,0.06
4498,yarn-3039,1,1,0.06
4499,deliberately,1,1,0.06
4500,blocker,1,1,0.06
4501,haed,1,1,0.06
4502,kb,1,1,0.06
4503,mrjob,1,1,0.06
4504,undesired,1,1,0.06
4505,appender,1,1,0.06
4506,syslog,1,1,0.06
4507,intra,1,1,0.06
4508,inter-queue,1,1,0.06
4509,bubble,1,1,0.06
4510,yarn-5519,1,1,0.06
4511,containers/processes,1,1,0.06
4512,fear,1,1,0.06
4513,shorthands,1,1,0.06
4514,timelinereader,1,1,0.06
4515,first/last,1,1,0.06
4516,app-2,1,1,0.06
4517,app-5,1,1,0.06
4518,fromid=app-5,1,1,0.06
4519,app-6,1,1,0.06
4520,entites,1,1,0.06
4521,nmleveldbstatestore,1,1,0.06
4522,underneath,1,1,0.06
4523,unmanagedam,1,1,0.06
4524,tenet,1,1,0.06
4525,overriding,1,1,0.06
4526,dedicated,1,1,0.06
4527,cope,1,1,0.06
4528,organization/adhoc,1,1,0.06
4529,services/clients,1,1,0.06
4530,simpleclassname/webservers,1,1,0.06
4531,methodorvariablename-cores,1,1,0.06
4532,yarn-methodorvariablename-allocation-gcores,1,1,0.06
4533,methodorvariablename-allocation-gcores,1,1,0.06
4534,yarn-5516,1,1,0.06
4535,periodicity,1,1,0.06
4536,native-services,1,1,0.06
4537,agent-related,1,1,0.06
4538,yarn-5113,1,1,0.06
4539,trading,1,1,0.06
4540,intern,1,1,0.06
4541,eventual,1,1,0.06
4542,richer,1,1,0.06
4543,planner,1,1,0.06
4544,yarn-4091,1,1,0.06
4545,easiest,1,1,0.06
4546,-docker,1,1,0.06
4547,altogether,1,1,0.06
4548,docker-based,1,1,0.06
4549,sub-module,1,1,0.06
4550,membership/application/policy,1,1,0.06
4551,convenience,1,1,0.06
4552,fragment-replicate,1,1,0.06
4553,yarn-4888,1,1,0.06
4554,policymanager,1,1,0.06
4555,router/amrm,1,1,0.06
4556,nodes/racks,1,1,0.06
4557,yarn-5323,1,1,0.06
4558,yarn-5324,1,1,0.06
4559,yarn-5325,1,1,0.06
4560,chat,1,1,0.06
4561,flow/app/entity,1,1,0.06
4562,table/some,1,1,0.06
4563,rollup,1,1,0.06
4564,federated,1,1,0.06
4565,twitter,1,1,0.06
4566,email,1,1,0.06
4567,generalise,1,1,0.06
4568,replanner,1,1,0.06
4569,re-planner,1,1,0.06
4570,yarn-5818,1,1,0.06
4571,yarn-6305,1,1,0.06
4572,trunk-based,1,1,0.06
4573,backports,1,1,0.06
